,Peter Travers,Jeannette Catsoulis,Peter Stack,Desson Thomson,Calvin Wilson,Robert Abele,Peter Hartlaub,Keith Uhlich,Bill Goodykoontz,Marjorie Baumgarten,Kate Erbland,Michael Rechtshaffen,David Wiegand,Jonathan Rosenbaum,Wesley Morris,William Arnold,Michael O'Sullivan,Tom Huddleston,Nick Schager,A.A. Dowd ,Claudia Puig,Tim Robey,Moira Macdonald,Noel Murray,James Rocchi,David Ansen,Richard Schickel,Richard Brody,John DeFore,Clark Collis,Melissa Maerz,Lou Lumenick,Bill Zwecker,Michael Sragow,Ken Fox,Boyd van Hoeij,Robert Lloyd,Shawn Levy,Elizabeth Weitzman,Chris Hewitt (1),Bob Graham,Roger Moore,Randall Colburn,Helen O'Hara,Matt Brennan,Jordan Raup,Stephen Dalton,Rick Groen,Liam Lacey,Kim Newman,Bob Mondello,Betsy Sharkey,Eric Kohn,Manohla Dargis,Nigel M Smith,Randy Cordova,Gregory Ellwood,Nicolas Rapold,Sheri Linden,Rita Kempley,Barry Hertz,Clayton Dillard,Charlie Schmidlin,Nathan Rabin,Erik Adams,Kate Taylor,Barbara VanDenburgh,Jamie Graham,Steve Davis,Alan Scherstuhl,Jonathan Curiel,Dennis Harvey,Nick de Semlyen,Catherine Shoard,Jaime N. Christley,Dominick Suzanne-Mayer,Amy Taubin,Jami Bernard,Jonathan Foreman,Clarence Tsui,Brad Wheeler,Rex Reed,Anthony Lane,David Edelstein,Miriam Bale,Scott Tobias,Peter Keough,Luke Y. Thompson,Pete Vonder Haar,Serena Donadoni,Kevin Maynard,Amy Biancolli,Neil Genzlinger,Ann Hornaday,Stephanie Zacharek,Tom Keogh,V.A. Musetto,Sean Axmaker,Bill White,Mary Pols,Damon Wise,Andrew Pulver,James Mottram,Allan Hunter,Bryan Bishop,Rory O'Connor,Kevin P. Sullivan,Ben Kenigsberg,Molly Eichel,Farran Smith Nehme,Nathan Lee,Bosley Crowther,Mick LaSalle,Desmond Ryan,Marc Mohan,Edward Guthmann,Neva Chonin,Mark Jenkins,Gary Arnold,Alan Zilberman,Kirk Honeycutt,Justin Lowe,Elizabeth Kerr,Andrew O'Hehir,Andrea Gronvall,Elise Nakhnikian,Sam C. Mac,Zach Campbell,Chris Kaltenbach,Lisa Alspector,Glenn Heath Jr.,Oleg Ivanov,Kevin C. Johnson,Michael Roffman,Justin Gerber,Sarah Kurchak,Rodrigo Perez,Cath Clarke,Nick Allen,Robert Yaniz Jr.,Matt Donato,Wendy Ide,Michael Snydel,Dan Mecca,Kyle Anderson,Russell Smith,David Chute,Ernest Hardy,Chris Packham,Sherilyn Connelly,Todd McCarthy,Roger Ebert,Mike Hale,Stephen Hunter,Elvis Mitchell,Pauline Kael,Owen Gleiberman,Justin Chang,Peter Rainer,David Rooney,Richard Corliss,Richard Roeper,Jessica Kiang,Joe McGovern,Brian Lowry,Todd VanDerWerff,A.O. Scott,Kevin Thomas,Stephen Holden,Dave Calhoun,John Bleasdale,Lisa Schwarzbaum,Ignatiy Vishnevetsky,Kenneth Turan,Rene Rodriguez,Mike Clark,Susan Wloszczyna,Guy Lodge,Dan Fienberg,Peter Bradshaw,Chuck Bowen,Ty Burr,Sheila Benson,Vincent Canby,Kevin Jagernauth,Tim Grierson,John Anderson,Andy Webster,Mike D'Angelo
Matt Brennan,-14.0,,,,-7.5999999999999996,-30.0,,,10.0,-8.1428571428571423,8.0,-20.0,,,,,-12.666666666666666,12.75,0.0,-9.5,-17.333333333333332,7.2000000000000002,-18.0,-17.5,8.0,,,,6.5,,,-6.5,,,,5.0,,,-22.0,,,-3.0,,,100,-25.0,39.0,,,,,-22.0,-14.0,,-23.800000000000001,-2.0,0.0,,-3.2000000000000002,,0.0,,,,,,10.5,,,-6.333333333333333,,-18.5,,-5.0,,-1.5,,,,,0.0,-1.2222222222222223,7.75,4.0,,20.0,-7.5999999999999996,,,-10.0,,,,-7.1428571428571432,-27.5,,,,,,,,3.0,,,,5.0,,0.0,29.0,,,-15.857142857142858,,-13.333333333333334,,,51.0,,,,-10.0,,,,,,,,,,,,,-42.0,9.0,2.5,4.333333333333333,,,6.0,,,,,,,,,,-31.0,,,,,,,-20.428571428571427,-8.5,-11.0,,-18.75,12.5,-25.0,,,,,,-1.0,,,0.0,0.20000000000000001,0.0,,-12.666666666666666,-6.333333333333333,,4.0,,-1.625,,,11.333333333333334,-12.4,,,-6.75
Jordan Raup,-2.2105263157894739,,,,-12.375,2.0,-2.25,,-7.5714285714285712,2.1666666666666665,-8.0,-18.0,,,,,6.4000000000000004,0.20000000000000001,-16.0,-4.0666666666666664,-15.0,-2.1666666666666665,-6.0625,-4.5555555555555554,,,-13.0,-15.0,-5.5999999999999996,,,,-10.0,,,14.0,,,,-23.5,,0.40000000000000002,-8.3333333333333339,,25.0,100,,,,,,,-7.0666666666666664,5.0,3.5714285714285716,35.0,-9.0,,-5.0,,5.3636363636363633,29.0,-25.0,,,11.0,7.25,-5.0,2.3999999999999999,-1.7142857142857142,,5.0,,,8.0,-5.0,,,,,-12.5,12.166666666666666,3.8571428571428572,-21.0,,17.0,6.666666666666667,,,,,,,-0.625,-11.0,,,,,,,35.0,-22.0,13.0,-5.666666666666667,,-8.0,,-13.0,12.0,,,-6.1428571428571432,,,,,,,25.0,,,,3.0,,,-17.0,,,,,4.0,,-4.25,0.0,8.0,5.0,5.333333333333333,,,3.3333333333333335,,,,,,,,,,12.625,,,,,,-4.5,-8.8000000000000007,5.7999999999999998,-4.5,,-2.7999999999999998,25.0,-8.3333333333333339,,,,,,-5.0,8.0,,8.0,-7.0,-1.0,,13.5,-5.4000000000000004,,-22.0,-0.33333333333333331,-5.333333333333333,,,8.25,-3.2857142857142856,,,1.6666666666666667
Stephen Dalton,-6.9375,-10.0,,,-21.5,6.0,-15.0,12.5,-12.857142857142858,8.25,-5.0,-5.0,,,,,0.5,5.384615384615385,13.0,-3.9090909090909092,-13.666666666666666,3.3333333333333335,-15.0,-0.5,,,,-5.0,,-3.0,,9.8000000000000007,-28.0,,,-40.0,,-11.0,0.0,,,0.76666666666666672,5.0,-30.0,-39.0,,100,5.0,-3.6000000000000001,-8.5714285714285712,-10.0,-10.0,-9.5714285714285712,-16.666666666666668,10.0,-10.0,-15.5,-40.0,0.0,,-7.0,33.0,,2.5,,-15.0,0.0,-15.0,6.0,-15.0,,3.6363636363636362,5.0,-5.0,,,,,,,-8.1999999999999993,13.888888888888889,-3.3333333333333335,-25.0,-10.0,5.5555555555555554,-8.1666666666666661,,,0.0,,,,-6.2222222222222223,-13.333333333333334,,5.0,,,,-10.0,,-12.5,-10.0,,,25.0,-16.666666666666668,,0.84615384615384615,,,-12.727272727272727,,-7.0999999999999996,,,-10.0,,,,,,-26.666666666666668,,10.0,-38.0,,,,25.0,,,-41.0,,-12.800000000000001,-3.0,-8.0,,,30.0,-10.0,5.0,,17.0,,,,0.0,-40.0,,-8.0,,,,,-2.5,6.666666666666667,-9.6428571428571423,,-5.0,-22.25,-7.5,,,,25.0,,,-9.1666666666666661,-2.0,-20.0,-7.9000000000000004,-11.0,-15.6,,-9.0,-1.5,-13.0,-5.0,5.7272727272727275,-6.0,,,1.0,-5.0,,,5.2857142857142856
Rick Groen,-2.7317073170731709,-3.8461538461538463,,-50.0,-9.545454545454545,8.7142857142857135,3.8999999999999999,12.720000000000001,-10.964912280701755,5.0470588235294116,,-7.375,,,1.3943661971830985,,7.083333333333333,-19.5,14.333333333333334,-20.600000000000001,-5.8684210526315788,-1.1666666666666667,-13.0,-7.5625,50.0,-7.4000000000000004,-40.0,,-2.0,-42.0,,0.21296296296296297,,,7.5,,,-7.716049382716049,5.7777777777777777,-23.625,,-0.90000000000000002,,4.5,,,-5.0,100,,-0.1111111111111111,-5.0666666666666664,-3.8712871287128712,-9.1818181818181817,-6.9375,,0.0,,9.0,-0.15384615384615385,20.0,,,,0.72499999999999998,,,-2.5,0.0,-4.5,-6.333333333333333,,-3.1428571428571428,,,0.0,,,,,,13.0,4.0925925925925926,1.1481481481481481,-17.0,,0.18279569892473119,16.666666666666668,,,,,-3.3191489361702127,-14.888888888888889,0.47499999999999998,-10.428571428571429,,6.5714285714285712,,-25.0,-1.318840579710145,-9.8333333333333339,10.0,-9.0,,,,,4.166666666666667,,-3.8999999999999999,,,-3.5490196078431371,,-3.4782608695652173,,,5.1481481481481479,,,-3.875,,,-13.111111111111111,1.96,-50.0,,,,,25.0,,0.5,,,,4.5555555555555554,5.0,,,,,,,,,,6.0,-40.0,,-2.0,-20.666666666666668,34.0,47.5,,,-9.536363636363637,-5.4117647058823533,-1.2093023255813953,-0.125,-0.57352941176470584,-3.25,-12.5,,-10.0,,-0.83809523809523812,-15.0,8.2799999999999994,23.666666666666668,,-10.141592920353983,7.25,-5.3835616438356162,3.7096774193548385,,,,,10.204545454545455,6.0,-1.0,,58.0,1.6153846153846154,,,,
Liam Lacey,-2.2270270270270269,-2.7931034482758621,,6.5714285714285712,-13.727272727272727,-2.5625,-4.5,6.9268292682926829,-12.181818181818182,3.6475409836065573,2.0,-11.086956521739131,,,-1.1190476190476191,-8.0,-0.98809523809523814,1.0357142857142858,6.615384615384615,-0.73134328358208955,-7.6177777777777775,2.2666666666666666,0.0,-2.3636363636363638,-0.375,-10.0,,,-10.518518518518519,,-29.0,0.041379310344827586,,0.0,-0.33333333333333331,-11.0,,-7.4487179487179489,5.6578947368421053,0.90000000000000002,,-5.4656488549618318,,-5.1052631578947372,,,3.6000000000000001,,100,-5.4000000000000004,-5.0857142857142854,-5.9716981132075473,-7.6477272727272725,-14.728813559322035,,4.25,-25.0,20.0,0.61904761904761907,-17.0,,12.5,6.5,2.2745098039215685,-4.0,,-1.25,-12.0,9.1333333333333329,-6.2592592592592595,,-1.5,6.5,-1.2666666666666666,4.7999999999999998,0.0,,0.0,,-17.0,,-0.40816326530612246,1.7692307692307692,-10.923076923076923,8.0,-0.9826086956521739,-2.347826086956522,,4.0,5.0,,-5.71875,-5.7142857142857144,0.51063829787234039,-13.294117647058824,,-1.6000000000000001,-35.0,,-5.5192307692307692,-11.6,-3.8888888888888888,-6.7999999999999998,,,,,-4.125,,6.5333333333333332,7.5,,-6.2389937106918243,,-4.3544303797468356,0.5,,0.068965517241379309,0.0,,-4.04,-7.833333333333333,,-9.5925925925925934,-4.5,3.5714285714285716,,,,,-8.3333333333333339,,-8.6999999999999993,,,,0.23999999999999999,-5.3571428571428568,,,10.0,,,,-11.5,,,2.2999999999999998,-9.5,,-4.3223140495867769,-24.774999999999999,2.0,-30.0,,,-14.908450704225352,-4.2307692307692308,-3.6476190476190475,-3.4736842105263159,-3.6666666666666665,-5.2000000000000002,-2.6875,-8.0,-2.5,,-2.6460176991150441,-37.5,-3.75,-0.94444444444444442,6.4444444444444446,-13.174418604651162,-6.7777777777777777,-4.9016393442622954,-1.3888888888888888,0.0,-9.7727272727272734,-2.625,,1.2033898305084745,-0.071428571428571425,-4.8251366120218577,,-5.0,-1.125,0.42857142857142855,-2.0,,0.090909090909090912
Kim Newman,6.2592592592592595,2.0909090909090908,15.0,-5.0,1.8888888888888888,15.3125,3.8888888888888888,15.0,0.43478260869565216,10.244444444444444,-2.8333333333333335,0.0,,-10.0,5.7249999999999996,-6.0,10.181818181818182,10.5,21.722222222222221,5.59375,1.9733333333333334,6.3157894736842106,2.0,4.2000000000000002,-2.5,1.4285714285714286,14.0,20.0,3.3333333333333335,3.3999999999999999,,3.5750000000000002,-5.0,-20.0,-14.428571428571429,15.0,,-6.4615384615384617,5.0,,,10.326530612244898,-5.0,,,,8.5714285714285712,0.1111111111111111,5.4000000000000004,100,1.4285714285714286,-0.7142857142857143,-3.1333333333333333,-4.0,20.0,3.3333333333333335,,25.0,10.0,7.1428571428571432,-15.333333333333334,26.0,3.5,9.5,,6.666666666666667,7.5,-4.0,8.0,6.5,35.0,11.764705882352942,40.0,40.0,26.0,5.0,,,,25.0,1.3333333333333333,21.920000000000002,16.842105263157894,-7.0,,3.13953488372093,1.6666666666666667,,20.0,,,2.6923076923076925,-10.0,15.210526315789474,-11.875,-15.5,4.1818181818181817,-2.0833333333333335,,11.666666666666666,0.0,,10.0,0.0,0.0,,-5.0,20.0,,4.666666666666667,-20.0,,3.2758620689655173,,1.3448275862068966,11.25,,10.727272727272727,,,-6.666666666666667,20.0,,-15.0,0.90909090909090906,25.0,,,,10.0,-15.5,,-7.666666666666667,40.0,,-3.0,4.25,10.0,,,8.0,20.0,5.0,,6.333333333333333,-10.0,,0.0,10.0,,5.1063829787234045,-15.555555555555555,10.0,0.0,20.0,,2.7878787878787881,8.0,0.24324324324324326,7.0,0.0,3.0,3.8999999999999999,-7.0,4.2857142857142856,,3.870967741935484,-15.0,4.666666666666667,2.5,17.5,-2.8918918918918921,-4.375,3.8235294117647061,11.942857142857143,,-6.0,5.625,,4.615384615384615,17.117647058823529,2.8787878787878789,,15.0,14.0,20.0,26.0,-10.0,11.416666666666666
Bob Mondello,-0.13333333333333333,0.38461538461538464,,10.0,-5.4827586206896548,14.0,-3.2352941176470589,16.0,-1.8181818181818181,8.6617647058823533,-4.333333333333333,9.2857142857142865,-10.0,,4.375,-15.388888888888889,11.342105263157896,12.933333333333334,16.5,5.0,-1.5,3.2352941176470589,9.25,8.235294117647058,-3.25,3.3333333333333335,8.0,,4.0909090909090908,-8.0,,3.4234234234234235,,45.0,1.0666666666666667,9.0,,1.3500000000000001,16.399999999999999,-3.0,,5.5090909090909088,,8.75,,,10.0,5.0666666666666664,5.0857142857142854,-1.4285714285714286,100,-1.1538461538461537,1.8644067796610169,0.91111111111111109,,5.0,8.0,10.0,3.0,55.0,5.666666666666667,15.0,-4.0,9.6086956521739122,,7.333333333333333,2.0,-11.428571428571429,4.8571428571428568,2.2727272727272729,,4.583333333333333,-10.0,-10.0,34.666666666666664,7.75,,,,,-8.0,10.566037735849056,12.171428571428571,-8.0384615384615383,,5.3255813953488369,1.1428571428571428,,-5.0,,,5.4761904761904763,10.0,4.8367346938775508,-5.2777777777777777,,9.2666666666666675,-4.0769230769230766,-15.25,6.0526315789473681,1.0,9.6666666666666661,-5.0,,5.0,,,6.75,5.0,8.545454545454545,30.0,,2.6851851851851851,,-0.16666666666666666,5.0,,,,,2.5,,,-3.4090909090909092,7.3684210526315788,42.0,28.5,,,,28.5,-5.0,-6.5,2.3333333333333335,-25.0,,1.2380952380952381,-5.0,,,8.3333333333333339,,,50.0,,,,-1.25,,,0.15942028985507245,-16.837837837837839,,18.75,,,-5.3829787234042552,2.8703703703703702,4.4424242424242424,6.666666666666667,1.7857142857142858,-0.5,5.9285714285714288,,2.5,,3.7000000000000002,-10.0,3.1428571428571428,16.470588235294116,2.5,-4.421875,4.8888888888888893,-1.3999999999999999,6.1142857142857139,,9.7142857142857135,3.3333333333333335,,5.7142857142857144,12.428571428571429,3.3423423423423424,,,16.0625,8.8888888888888893,19.0,,13.9
Betsy Sharkey,3.7290836653386452,2.6785714285714284,-25.0,6.0,-4.5116279069767442,,-0.97222222222222221,12.333333333333334,-1.1224489795918366,8.2214285714285715,-3.8333333333333335,0.68965517241379315,5.0,,5.1467889908256881,-15.0,6.1029411764705879,5.1851851851851851,17.545454545454547,4.8524590163934427,-1.2252964426877471,9.7222222222222214,12.0,2.8360655737704916,10.052631578947368,10.0,5.0,,1.1111111111111112,,2.5,5.3885714285714288,,,5.0,3.3333333333333335,,-0.5494505494505495,9.473684210526315,-1.4285714285714286,,0.023952095808383235,,1.0526315789473684,22.0,,10.0,3.8712871287128712,5.9716981132075473,0.7142857142857143,1.1538461538461537,100,-2.2105263157894739,-6.3380281690140849,,6.0,,10.0,3.5,10.0,,17.0,7.75,6.341176470588235,,,-1.0526315789473684,4.2857142857142856,13.235294117647058,-0.54054054054054057,,5.7894736842105265,5.0,10.0,15.25,,,,,2.5,40.0,8.3664122137404586,6.666666666666667,-6.25,0.0,5.1216216216216219,3.3823529411764706,,-10.0,-20.0,,3.5074626865671643,-8.0,7.0924855491329479,-6.5,,7.9655172413793105,-61.0,-25.0,1.9047619047619047,-11.25,4.4444444444444446,-2.0,,,,,5.4000000000000004,,4.4090909090909092,,,0.85492227979274615,,2.6818181818181817,0.0,,2.6666666666666665,,,2.8813559322033897,-10.0,,-9.4117647058823533,4.193548387096774,6.0,,,,,8.6666666666666661,,-6.3529411764705879,,,,12.405405405405405,9.1666666666666661,,,,,,20.0,-39.5,,,0.0,3.3333333333333335,15.0,3.253968253968254,-17.962264150943398,18.571428571428573,20.0,,,-6.3618421052631575,0.91666666666666663,1.8836363636363636,-2.1875,6.2162162162162158,-6.75,4.5,-17.0,-5.384615384615385,,4.4642857142857144,,4.6913580246913584,11.0,12.5,-3.7549668874172184,0.7592592592592593,40.0,7.8642857142857139,,1.7931034482758621,4.666666666666667,,8.7654320987654319,2.7272727272727271,4.164319248826291,,,4.666666666666667,0.0,0.0,0.0,6.333333333333333
Eric Kohn,-0.1357142857142857,9.415094339622641,,7.75,-5.7093023255813957,9.7297297297297298,3.6666666666666665,11.383561643835616,-2.6187050359712232,10.664335664335665,15.111111111111111,9.625,8.0,,6.9423076923076925,0.0,12.638095238095238,11.811320754716981,18.653061224489797,3.8461538461538463,-0.58571428571428574,10.346666666666666,-1.8529411764705883,9.3673469387755102,4.3461538461538458,,-22.0,-0.875,12.550000000000001,4.7999999999999998,-25.0,8.4407894736842106,-13.0,,24.333333333333332,8.5,,4.2884615384615383,13.94,-4.3636363636363633,-25.0,8.5957446808510642,4.0,-0.35294117647058826,14.0,7.0666666666666664,9.5714285714285712,9.1818181818181817,7.6477272727272725,3.1333333333333333,-1.8644067796610169,2.2105263157894739,100,-0.95522388059701491,6.6923076923076925,13.384615384615385,-5.3913043478260869,20.444444444444443,5.7826086956521738,59.0,3.5,31.300000000000001,8.2307692307692299,12.727272727272727,8.0,8.8095238095238102,10.172413793103448,-3.4074074074074074,10.548387096774194,4.7142857142857144,-25.0,13.657894736842104,-3.8333333333333335,4.3076923076923075,18.142857142857142,6.4736842105263159,,,,2.5,4.4000000000000004,12.530201342281879,7.9420289855072461,-7.125,5.0,8.7686567164179099,8.2857142857142865,,1.0,13.0,,3.1428571428571428,18.699999999999999,5.5125628140703515,-8.5,20.0,15.62962962962963,16.0,25.0,5.3142857142857141,-5.1500000000000004,0.76923076923076927,2.3333333333333335,8.7142857142857135,0.83333333333333337,-4.125,10.75,7.0,5.75,13.847826086956522,,,3.2168674698795181,,0.93893129770992367,12.5,,7.9285714285714288,,10.800000000000001,7.2800000000000002,8.2857142857142865,,-7.5675675675675675,5.8888888888888893,16.9375,17.166666666666668,,,,3.7999999999999998,-0.40000000000000002,7.4285714285714288,0.10000000000000001,-5.666666666666667,3.2857142857142856,5.1621621621621623,9.3499999999999996,-38.0,13.0,10.352941176470589,8.1999999999999993,8.2857142857142865,0.0,,,,12.333333333333334,20.333333333333332,37.0,4.8627450980392153,-12.485714285714286,23.25,1.0,25.0,,-2.3867924528301887,4.1886792452830193,5.54,4.3552631578947372,4.8354430379746836,-3.5471698113207548,3.0933333333333333,3.3333333333333335,17.0,16.0,5.778761061946903,-9.1666666666666661,12.347826086956522,6.068965517241379,11.116666666666667,-4.1857142857142859,7.7441860465116283,-1.3144654088050314,7.1235294117647054,4.0,6.9655172413793105,3.75,,7.0775193798449614,13.961538461538462,6.5348837209302326,,12.0,9.1999999999999993,4.5199999999999996,6.0,43.0,14.670588235294117
Manohla Dargis,6.6421052631578945,6.9230769230769234,-13.333333333333334,4.6296296296296298,-1.7142857142857142,2.3809523809523809,5.3260869565217392,16.578947368421051,-2.3214285714285716,11.342857142857143,,15.714285714285714,-30.0,4.615384615384615,4.1793103448275861,-3.7894736842105261,14.901408450704226,15.0,11.321428571428571,9.5500000000000007,1.1141732283464567,11.818181818181818,-2.5,0.94827586206896552,10.0,-2.7777777777777777,-0.58823529411764708,,1.0526315789473684,-15.0,,8.2285714285714278,,25.0,-2.375,10.0,,2.5681818181818183,8.3333333333333339,4.0,-9.0,11.596153846153847,,11.428571428571429,,-5.0,16.666666666666668,6.9375,14.728813559322035,4.0,-0.91111111111111109,6.3380281690140849,0.95522388059701491,100,,23.333333333333332,,0.0,8.5714285714285712,-2.0,20.0,,-2.6666666666666665,4.5999999999999996,,20.0,7.0,0.0,5.8888888888888893,6.3636363636363633,-13.0,7.7777777777777777,,,-0.25,0.0,,,,20.0,,16.66,7.3529411764705879,-8.8636363636363633,10.0,6.4482758620689653,6.625,,,,,2.8378378378378377,,6.5625,-5.625,2.0,5.5636363636363635,-3.240506329113924,-0.81818181818181823,6.756756756756757,-3.3333333333333335,6.666666666666667,0.0,,,,,12.5,,13.368421052631579,,,6.7123287671232879,,6.7333333333333334,-0.1111111111111111,,4.4642857142857144,,,7.666666666666667,30.0,,0.41666666666666669,6.666666666666667,-4.0,,,,,14.625,,5.5714285714285712,,,,6.5999999999999996,11.666666666666666,,,0.0,,,12.0,,,,-10.0,26.666666666666668,,5.0381679389312977,-18.0,,5.6756756756756754,-5.7142857142857144,,-1.0691823899371069,7.0512820512820511,0.96113074204946991,9.5,5.9482758620689653,22.333333333333332,15.909090909090908,,-0.7142857142857143,,-1.6666666666666667,-14.285714285714286,6.25,15.0,,-5.4387096774193546,6.0,1.271186440677966,9.1891891891891895,-2.9210526315789473,19.857142857142858,26.666666666666668,,15.833333333333334,17.875,2.1581395348837211,,,13.1,30.0,,,18.733333333333334
Nigel M Smith,-8.0800000000000001,,,,-24.846153846153847,0.7142857142857143,-25.0,,-8.75,-3.6153846153846154,-1.0,-10.0,7.5,,,,14.25,-10.0,4.0,-6.0,30.0,-3.3333333333333335,-14.6875,-2.2727272727272729,,,0.0,-10.0,-13.333333333333334,,,-14.6,-40.0,,,-2.5,,,,,,0.5,-35.0,-20.0,23.800000000000001,-3.5714285714285716,-10.0,,,-20.0,,,-6.6923076923076925,,100,-3.3333333333333335,-13.75,-20.0,-13.333333333333334,,-12.199999999999999,30.0,-7.166666666666667,,-15.0,-6.8571428571428568,15.0,0.0,-7.666666666666667,-6.666666666666667,,-8.5714285714285712,-20.0,,-15.0,-0.66666666666666663,,,,,-14.75,-0.72727272727272729,12.857142857142858,-22.5,,-6.666666666666667,1.8,,,,,,,-5.1428571428571432,-10.0,5.0,,-80.0,,,,,,-15.0,-8.75,9.0,-9.0,,-10.0,10.666666666666666,,,-17.692307692307693,,25.333333333333332,,,,,17.0,,5.0,,,,16.0,,,,,,-35.0,,-3.75,33.0,,-1.25,0.0,-5.0,,6.0,5.0,3.5,-4.75,,,,,,,0.0,,,,,,3.3333333333333335,-0.66666666666666663,-5.166666666666667,-4.5454545454545459,,-7.7857142857142856,8.25,-27.0,20.0,,,,-70.0,-10.0,26.666666666666668,,-6.2000000000000002,-17.5,1.5,,-4.5,1.4285714285714286,,,9.1999999999999993,-6.0714285714285712,,,-10.0,0.0,,,2.3999999999999999
Randy Cordova,4.7575757575757578,3.3333333333333335,,-10.0,5.0,17.272727272727273,19.166666666666668,-5.0,,1.0714285714285714,11.125,2.5,,,-25.0,-25.0,7.8928571428571432,1.5384615384615385,2.0769230769230771,2.4285714285714284,-2.8333333333333335,11.818181818181818,13.0,4.7777777777777777,20.0,,,,-3.3333333333333335,-4.0,,5.1428571428571432,5.0,,50.0,8.0,,,12.0,10.0,,4.5800000000000001,5.0,5.0,2.0,-35.0,10.0,0.0,-4.25,-3.3333333333333335,-5.0,-6.0,-13.384615384615385,-23.333333333333332,3.3333333333333335,100,-33.0,5.0,4.375,,7.5,22.833333333333332,-28.0,18.0,,-8.5999999999999996,,-20.0,8.7272727272727266,-4.0,,11.666666666666666,0.0,-18.333333333333332,,12.5,,,,-25.0,10.5,-7.2999999999999998,20.0,-15.0,,7.5,5.0357142857142856,,,-16.666666666666668,,,-40.0,4.5384615384615383,-37.5,,-35.0,,,10.0,-10.0,0.0,-5.0,0.0,,,12.0,-20.333333333333332,16.25,2.6666666666666665,,,-3.2352941176470589,,1.6153846153846154,,,17.5,,,,-30.0,,-40.0,,11.285714285714286,50.0,,,,,5.25,-2.5,,,,-18.0,10.0,0.0,10.0,20.0,20.0,,-1.5,-1.25,,,40.0,0.0,,2.5,-50.0,,-20.0,,,-17.583333333333332,15.555555555555555,-4.0,-2.5,-15.0,13.545454545454545,-10.5,-5.0,0.0,5.0,-15.0,,-20.0,-5.0,30.0,,0.46666666666666667,-11.111111111111111,0.25,-13.0,-1.6000000000000001,-5.0,15.0,9.0,11.6,-2.3571428571428572,,-40.0,16.076923076923077,18.333333333333332,,0.0,-1.9090909090909092
Gregory Ellwood,-0.83333333333333337,-15.0,,-30.0,-7.5454545454545459,7.7999999999999998,-8.25,,1.0,2.4117647058823528,10.25,,,,,,6.0,0.83333333333333337,6.0,6.4444444444444446,-5.666666666666667,11.615384615384615,-7.0,8.3333333333333339,-7.0,,,-11.0,,,,1.5454545454545454,,,-30.0,22.5,,,,-12.0,-25.0,7.0277777777777777,,5.0,0.0,9.0,15.5,,25.0,,-8.0,,5.3913043478260869,,13.75,33.0,100,,12.0,,14.166666666666666,26.5,,,,-6.1428571428571432,-1.5,-2.5,24.5,0.90000000000000002,,7.0,,2.6666666666666665,,8.1999999999999993,,,,,-3.8333333333333335,-6.7142857142857144,9.0,-3.0,,,0.0,,,,,,,1.0,-4.4000000000000004,,,,8.0,,2.5,23.0,-13.0,-7.333333333333333,3.3333333333333335,,-12.5,,,33.0,,,-0.57894736842105265,,11.166666666666666,33.0,,-17.0,,,,,,-14.0,,1.5,37.0,,,,,-8.5,,-12.5,,0.0,9.6666666666666661,-7.25,,,4.25,,,,,,,,,,-0.066666666666666666,,,,,,-9.0,4.1052631578947372,7.0357142857142856,-3.625,,-2.25,6.3076923076923075,19.666666666666668,,,,,-22.0,13.666666666666666,14.0,-8.0,12.181818181818182,-2.4500000000000002,8.3076923076923084,,-5.8571428571428568,2.3999999999999999,,3.7999999999999998,21.0,-2.6111111111111112,,,31.0,10.933333333333334,,,7.0
Nicolas Rapold,-2.0,-5.0,,,,4.4444444444444446,-8.3333333333333339,-3.0,-14.0,7.25,,,,,-16.5,,-11.666666666666666,-16.666666666666668,13.363636363636363,-10.285714285714286,-7.0,-5.0,-3.0,-0.8666666666666667,,,,,-6.1111111111111107,,,-16.199999999999999,,,,,,3.0,-10.0,,,0.071428571428571425,,-40.0,,,40.0,-9.0,-20.0,-25.0,-10.0,-10.0,-20.444444444444443,0.0,20.0,-5.0,,100,-14.545454545454545,,,,10.0,3.5,,,,-10.0,,-18.0,,-10.0,,,,,,,,,-3.0,8.0,-10.0,-10.0,,-7.3636363636363633,-1.4166666666666667,,-13.333333333333334,,,-2.5,,-7.5,,,-4.5999999999999996,,,,,10.0,,,10.0,,,,,-0.55555555555555558,,,-21.666666666666668,,-13.5,,,-17.5,,,-40.0,-3.3333333333333335,,-14.285714285714286,-35.0,12.0,,,,,,,-15.0,,,,5.0,,,,,,,,,,,-15.0,-6.666666666666667,,3.3333333333333335,-22.0,-5.0,,,,-19.600000000000001,-5.0,-8.4000000000000004,-6.666666666666667,0.0,,,,,,-2.5,-40.0,-40.0,,,-17.5,-9.5999999999999996,-12.0,-17.0,,-18.0,-20.0,,0.0,-8.25,-8.25,,,-21.600000000000001,-10.0,-20.0,,3.25
